lat,lon
39.794882,-104.606187
39.418734,-104.991135
39.508647,-105.057997
39.086765,-104.439146
39.769262,-104.304023
39.147115,-104.719529
39.821428,-104.064092
39.763295,-104.609835
39.937594,-104.909698
39.9577,-104.884289
39.752886,-103.862528
39.91504,-104.204055
38.881101,-104.581098
39.823512,-104.397446
39.798458,-105.11523
38.888052,-102.525939
39.887265,-104.750291
39.696963,-104.314747
40.65315,-104.141673
39.012272,-104.564236
40.267361,-104.001658
39.827673,-104.538714
39.631091,-104.475408
39.619955,-104.876116
39.993828,-104.464151
39.711058,-104.394156
38.996524,-102.183041
39.93939,-104.435501
40.154896,-104.011461
39.540366,-104.406093
40.020218,-104.902535
39.005599,-104.616976
39.636723,-104.882742
39.886636,-103.791697
40.000415,-104.433898
40.663471,-104.852177
40.031413,-104.897854
39.344013,-104.181363
39.633512,-104.733982
40.317735,-104.185601
39.434992,-104.327463
39.798057,-104.407182
40.056595,-104.737796
39.664208,-104.31529
39.551554,-104.529421
38.15618,-102.574727
39.348873,-107.406093
39.723868,-105.036887
38.276059,-102.772955
39.745578,-104.680638

40.097835,-104.797048
38.966662,-104.422399
39.899376,-104.435116
39.974595,-104.980477
40.162241,-104.619387
39.686,-104.27749
40.048606,-104.77315
39.931217,-104.635075
39.667661,-104.511849
40.432488,-104.148882
40.148156,-104.739699
40.067624,-104.190544
39.798037,-104.341987
40.228997,-104.475757
39.525263,-104.116609
40.114401,-104.811562
40.434268,-103.243026
39.911721,-104.086334
40.336367,-104.129065
39.887221,-104.694384
39.589592,-103.984817
39.930967,-104.852688
40.170753,-104.699529
39.674821,-104.507049
39.599212,-104.545765
39.708499,-104.576502
39.386769,-104.747068
39.562467,-104.181701
38.927556,-104.415748
40.712269,-104.712641
39.656692,-104.821962
39.705953,-104.822733
40.077563,-104.655875
39.681718,-104.492575
40.955054,-103.47475
40.27071,-104.544198
40.2782,-104.048449
38.188836,-102.593185
39.736635,-104.319148
39.856222,-104.570567
39.918791,-104.134098
38.872886,-104.592421
39.910299,-104.406877
39.800315,-104.606191
39.386914,-104.831881
40.026858,-104.553396
39.377054,-104.759026
39.919479,-104.838472
39.624485,-104.302084
39.78814,-104.557469
39.977329,-104.924227
40.432312,-104.148837
39.35305,-104.925625
38.937905,-104.706797
39.970396,-104.61421
39.488084,-104.91212
39.979514,-104.515923
39.875093,-104.655486
40.070714,-104.888672
39.940295,-104.209498
39.889398,-103.926852
40.222811,-104.59373
38.877874,-104.268291
39.81253,-104.356009
40.787521,-103.389678
40.129461,-104.468393
39.509145,-104.833413
39.903053,-104.712587
39.392183,-104.873198
39.849189,-104.284619
39.457561,-104.934301
39.10575,-104.842365
38.929525,-104.42022
38.616793,-102.108929
40.085308,-104.991811
40.064277,-103.893638
40.085661,-104.223466
40.06359,-105.03479
39.464356,-104.424691
40.43457,-104.825032
39.798584,-103.954955
39.83168,-104.585807
39.850707,-105.013122
40.930017,-104.884451
38.640158,-102.6417
39.971906,-104.487708
39.207913,-104.928906
37.605523,-104.79233
39.98426,-104.893064
39.518499,-104.439052
39.867517,-104.242347
39.883438,-104.891343
39.725106,-104.641928
40.592786,-104.585236
38.997767,-104.699714
39.874836,-104.209116
39.947011,-104.322511
40.835811,-104.20911
38.933594,-104.731817
40.151341,-104.077449
38.778349,-102.111649
38.947905,-104.589326
39.91766,-104.369218
39.874016,-104.406839
39.864351,-104.33269
40.148377,-104.871298
39.986644,-104.501782
40.958979,-103.600174
39.42967,-104.904223
40.920489,-104.841345
40.017704,-104.769163
40.470348,-104.375366
38.330014,-102.576054
40.085711,-104.917092
40.108488,-104.876302
39.604323,-105.042063
40.161696,-103.846673
39.830546,-104.936133
39.911612,-104.133159
39.876394,-104.783553
39.854036,-103.969709
38.961105,-104.432463
40.177965,-104.617062
39.984675,-103.874603
38.67443,-102.769684
39.001389,-102.828228
39.884937,-104.430346
39.618608,-104.915866
40.05595,-104.681591
39.870359,-104.43035
39.638343,-104.475132
39.440141,-105.028063
39.661122,-104.549014
39.261019,-104.102329
40.082974,-104.740839
40.103712,-103.846644
38.993571,-102.94196
39.624588,-104.287989
38.876547,-104.556074
39.946343,-104.746119
38.873573,-104.146994
39.815896,-104.472896
38.895374,-104.54702
39.047419,-104.828678
38.878625,-104.789454
39.963147,-104.872419
38.975572,-104.710071
39.965147,-104.525297
40.031064,-104.911919
39.058384,-104.851852
39.592664,-104.728339
39.713954,-104.379419
39.614723,-104.606348
39.128196,-104.493956
38.297228,-103.021505
39.395916,-104.814625
39.085512,-104.864684
39.438462,-104.693996
39.128768,-104.507465
38.822463,-102.214006
40.093334,-104.101002
39.566481,-104.289898
40.180183,-103.99243
38.967103,-104.689951
39.973485,-104.971225
40.839648,-104.233025
38.523562,-102.108827
39.60614,-104.33067
39.571086,-104.828608
39.957352,-104.62043
40.082183,-104.704294
40.207947,-104.664289
39.794388,-104.378989
39.500834,-104.704551
39.523994,-104.795611
40.332806,-104.566289
38.606533,-102.196239
39.794953,-104.248225
39.539347,-104.705237
40.111178,-104.935769
39.401008,-104.671918
38.105039,-102.979289
38.612241,-102.476602
39.994896,-105.064696
40.053211,-104.369202
40.020538,-104.525254
39.588814,-104.200196
39.011299,-104.698479
39.809054,-104.964043
39.640581,-104.957293
38.689332,-102.062751
39.541695,-105.061466
39.418391,-104.782005
39.729029,-105.189047
38.599533,-103.17998
39.762063,-105.06266
39.968408,-105.164005
38.750551,-104.454733
40.667066,-104.884184
39.752601,-103.962339
39.488084,-104.91212
39.803756,-105.051036
39.420652,-104.44819
39.571456,-104.906737
38.679949,-104.124614
40.793837,-104.303594
39.513049,-104.777166
39.882097,-104.260735
39.565604,-104.467497
38.45315,-102.439113
40.466618,-104.375294
39.067061,-104.815211
40.698399,-104.593613
39.808808,-104.378789
39.921446,-104.350063
40.880636,-103.815591
39.584024,-104.761572
38.860936,-104.538825

39.834496,-105.043792
40.071618,-103.973767
39.609441,-104.381573
38.950072,-104.598292
39.558896,-104.335406
39.931355,-104.765333
39.843951,-104.324659
40.236697,-104.75034
39.613917,-104.944021
40.038065,-104.901982
39.807298,-104.966391
40.058901,-104.954411
40.110324,-104.592711
39.504468,-104.084212
40.471745,-104.034917
38.395524,-102.360204
38.862144,-104.5424
40.103835,-104.917007
39.174658,-104.51749
39.867253,-105.164676
40.372114,-104.670714
39.693461,-104.539442
40.085561,-104.879322
39.857081,-104.581118
39.853215,-104.209504
40.321362,-104.304429
40.012911,-104.548706
39.727342,-104.760824
39.4843,-104.965905
39.900496,-103.879911
38.447001,-102.250455
40.078021,-104.036311
38.833089,-104.270005
39.59119,-104.777996
39.887254,-104.090227
39.448058,-104.598909
39.796115,-105.176949
39.895798,-104.397258
40.196316,-104.499554
40.078404,-104.940275
39.47159,-104.378846
38.965954,-104.691537
39.803173,-104.628627
39.86539,-104.75058
38.927421,-104.716347
40.28693,-104.691745
38.985806,-104.18584
38.047881,-102.176297
39.086373,-104.840609
39.678201,-104.432086
38.1773,-103.2415
38.746241,-103.184795
39.961136,-104.482847
39.827774,-104.22868
39.410095,-104.91051
39.013326,-104.769067
40.20387,-104.60839
39.928293,-102.319167
38.774627,-102.603853
39.459841,-104.990734
39.795474,-104.566928
40.22043,-104.624984
38.963351,-104.594846
40.225296,-104.172462
40.056824,-104.303205
39.109135,-104.810594
39.489579,-104.434249
38.978561,-104.623922
39.968583,-104.902854
40.0348,-104.954239
39.829593,-104.571737
40.579577,-104.271662
40.292403,-104.807527
38.61168,-102.641167
39.543853,-104.89408
39.363288,-104.584257
39.624523,-104.85214
40.29281,-104.020066
40.627492,-104.775495
39.926215,-104.152342
40.669305,-104.219469
39.538239,-105.033658
38.827411,-104.368862
40.046212,-103.959683
39.755985,-104.982535
39.449071,-104.013556
39.99911,-103.87576
39.557588,-104.682822
40.102245,-104.749108
39.528559,-104.759248
39.794738,-104.280567

40.732196,-104.246668
39.001257,-102.860279
39.013606,-104.644042
39.63504,-104.950379
39.773664,-104.82235
38.836523,-104.273023
39.937693,-105.182378
39.701957,-104.938491
39.814562,-104.70389
40.076332,-104.692286
39.551218,-104.382594
39.878338,-104.242404
40.009751,-104.209447
38.939016,-104.708016
39.418471,-104.868329
39.667491,-104.380422
40.062083,-104.937993
39.843765,-104.599187
40.027458,-104.935762
39.897847,-105.022456
40.798361,-103.250718
39.567752,-104.02282
38.949877,-104.689424
39.621233,-104.213408
39.758234,-104.40265
40.140736,-104.776248
39.993995,-104.337674
39.987237,-104.257366
39.942949,-104.491903
40.804015,-104.497511
39.929416,-104.618712
39.797958,-104.505809
40.032467,-104.693538
39.610412,-104.232251
39.881303,-103.925388
38.752051,-104.167822
39.819721,-104.374064
39.939996,-104.624904
39.844895,-104.496332
40.677478,-104.825617
39.867798,-104.199737
39.018373,-104.842642
39.725807,-104.356899
39.60318,-105.016515
40.011465,-104.673818
38.962627,-104.684119
40.077619,-104.893434
38.681503,-102.741954
40.043555,-104.56093
38.923093,-104.444751
38.486008,-102.903073
40.249022,-104.067599
39.213637,-104.140184
39.694822,-104.406475
40.040641,-104.796867
39.787104,-104.360625
39.620197,-104.721347
39.536968,-104.618529
39.909185,-105.199431
39.390443,-104.745835
39.708374,-104.698791
39.223702,-104.351785
39.36304,-104.558855
40.792779,-104.175851
40.139572,-104.482835
39.971348,-104.62985
38.886587,-102.674194
39.809401,-104.534139
39.970497,-105.004577
39.376542,-104.768607
39.857483,-104.04505
39.686087,-104.564147
39.75587,-104.585755
40.093409,-104.626304
40.368863,-104.733881
40.009749,-104.345941
40.086086,-104.143207
39.754547,-104.449657
38.44195,-103.25336
39.663773,-104.41357
40.862989,-104.954054
39.277958,-104.805232
40.085811,-104.32197
39.378321,-104.605891
38.956933,-104.610097
39.47889,-104.392629
39.464688,-104.608427
39.952934,-104.624997
39.741987,-105.135467
39.987874,-104.144552
39.725313,-104.491824
40.271104,-104.72255
39.868351,-104.07302
40.112158,-104.394015
40.156757,-102.82977
38.791064,-102.821033
40.10006,-104.837143
39.56022,-104.639763
39.982327,-104.758249
39.80744,-104.114025
40.190836,-104.861068
40.331894,-104.455082
38.108836,-102.748684
39.467129,-104.976167
39.984069,-104.684291
39.740443,-104.313661
39.482303,-104.365263
39.545479,-104.9206
40.24155,-104.260496
39.76025,-104.324964
39.779871,-104.430856
39.18353,-104.904685
39.449606,-104.741378
39.492457,-104.530098
40.126825,-104.683596
39.333334,-104.204577
39.556796,-104.795681
39.486678,-104.726379
38.948525,-102.898726
39.879299,-103.800877
40.202068,-104.020806
39.768987,-104.435519
39.685037,-104.325522
39.798073,-104.360776
39.992046,-103.948569
39.81441,-104.956921
40.249503,-104.84538
39.660098,-104.833634
39.983569,-104.243316
40.060328,-104.962911
39.723688,-104.887072
39.996986,-104.795707
40.192725,-104.447152
38.174212,-102.474628
39.923067,-104.840055
40.111558,-104.082291
39.689728,-104.534766
39.582087,-104.041109
39.604,-104.770717
38.977189,-102.637189
39.565804,-104.378309
39.424065,-104.788061
39.899832,-104.335926
38.319299,-102.796107
39.794836,-104.266459
39.768449,-104.405703
38.043204,-103.015641
39.350279,-105.012951
38.846208,-104.692051
39.506947,-104.12161
39.901699,-104.599248
39.834022,-104.482388
39.968824,-104.53005
39.449247,-104.214022
39.565544,-104.458522
39.344721,-104.863048
39.582158,-104.64918
38.05065,-102.629275
40.221149,-104.882596
39.792053,-104.740602
39.416929,-104.359978
39.948881,-104.869683
38.971371,-104.681886
39.59586,-104.564527
40.014067,-105.138312
39.984088,-104.691494
39.102238,-104.865706
40.278733,-104.493433
39.427652,-104.788515
40.169628,-104.647347
39.642812,-104.962121
40.324005,-104.495473
39.03403,-102.81983
39.955274,-104.399406
39.725273,-104.487122
39.675587,-104.558383
40.100112,-104.190487
40.278051,-104.081363
39.596181,-104.583334
39.871257,-104.851483
39.032356,-104.441309
39.99022,-105.065102
40.305967,-104.827547
40.096547,-104.902976
40.082043,-104.902869
39.857465,-105.189846
40.359159,-104.130742
40.017041,-104.265878
40.015529,-104.955506
39.795889,-103.922315
39.678532,-104.511678
40.694704,-104.926864
39.065532,-104.823052
39.682839,-104.558096
39.867615,-104.232525
39.872704,-105.154626
39.961063,-104.617366
40.172724,-104.157187
39.871106,-104.247009
38.97668,-104.574833
40.239893,-103.418741
39.596826,-103.989327
40.071471,-104.453868
40.062237,-104.28671
40.082083,-105.00598
39.379362,-104.874197
39.92306,-104.834672
40.297049,-104.101649
39.952188,-104.896029
39.867019,-104.355137
39.951079,-104.917665
38.766981,-102.705424
39.854455,-104.783856
39.897314,-103.944088
39.939337,-104.374146
40.145535,-104.648195
39.86337,-104.38329
39.372335,-104.59211
40.513799,-104.377264
39.781234,-104.580972
39.521382,-104.931728
39.541617,-104.94401
40.088235,-103.831504
40.44832,-103.329223
40.565136,-104.776979
39.742173,-104.830401
39.660068,-104.479281
39.81097,-104.6945
39.981367,-104.844358
39.803365,-105.163297
40.020019,-104.882379
39.871698,-104.882247
40.18012,-104.321502
38.087296,-102.396091
39.756483,-104.947759
38.184558,-102.799984
40.045966,-104.819019
39.427652,-104.788515
39.939984,-104.548378
39.918744,-104.693332
40.038298,-105.142991
40.082311,-104.39781
39.417021,-104.457895
40.611489,-103.221843
39.362295,-104.865486
39.905111,-103.781838
39.872502,-104.675659
40.307227,-104.015104
39.477052,-104.955142
40.325166,-104.204636
39.589409,-104.634881
40.103699,-104.846563
40.082153,-104.38837
39.984661,-104.947185
40.093035,-103.879588
40.823334,-104.107737
38.812418,-102.922018
39.032827,-103.314558
39.435197,-104.271768
40.707129,-104.151386
40.603343,-103.261912
39.50918,-104.920957
38.973604,-104.678032
40.245231,-104.454461
40.120327,-104.937781
39.638748,-104.153088
39.953009,-108.409619
40.612549,-103.899539
39.841622,-104.378634
39.251397,-104.625818
39.600649,-103.97988
40.098936,-104.237558
38.224814,-104.682526
39.693325,-104.300756
39.665693,-104.957066
40.012961,-104.921398
40.457276,-104.235916
39.007232,-104.759177
39.479742,-104.659722
38.529313,-102.416392
39.620439,-104.358472
39.447199,-104.89654
38.025639,-102.395772
39.678697,-104.511464
39.692584,-104.450572
38.992951,-104.688983
39.398826,-104.615578
39.618129,-104.583121
39.894273,-105.191713
39.866142,-104.372707
39.421798,-104.766134
40.277872,-104.190065
38.800843,-104.592351
39.572879,-104.67976
40.742006,-105.040305
40.180157,-104.340448
39.693309,-104.319575
39.711715,-104.534599
39.607826,-104.615823
40.785933,-103.814786
39.507396,-104.25152
40.027496,-104.429889
40.012697,-105.114594
38.96624,-104.690809
38.952919,-104.255263
39.793363,-104.750701
40.280493,-104.483939
39.988514,-104.657143
39.685343,-104.492544
39.170495,-104.12228
39.610663,-104.166769
39.790076,-105.034558
38.341421,-102.630368
40.962997,-103.230121
39.627627,-104.367759
39.476882,-104.722034
37.55049,-105.708469
39.736576,-104.786476
39.305996,-104.734879
40.161491,-104.827283
40.198768,-104.824124
39.987133,-104.647276
39.883779,-104.755028
39.40572,-103.938637
39.707894,-104.525226
39.854506,-105.093651
39.563534,-104.172339
38.874312,-102.850014
39.213537,-104.084528
39.707136,-104.431646
38.899926,-102.822351
38.776226,-102.958119
39.225129,-104.721814
39.233837,-104.569149
39.882426,-104.181007
39.869948,-104.899158
38.521029,-105.214779
40.017455,-104.020818
39.721262,-104.324796
39.845305,-104.360063
39.393984,-104.910612
40.081989,-104.272641
40.464248,-104.390438
39.714868,-104.581781
39.902723,-104.209263
39.567728,-104.790102
39.416666,-104.637901
39.455309,-104.897551
40.038726,-104.458806
39.772888,-104.318267
39.93905,-104.616751
40.089414,-104.468359
38.663981,-102.062926
39.3204,-104.775381
38.988808,-104.514372
40.118189,-104.794155
38.703535,-102.958468
38.217359,-102.922227
39.843272,-104.94435
38.781527,-102.074258
38.290492,-102.809907
39.770628,-105.151999
39.948574,-104.861021
39.770359,-104.581095
39.860352,-105.21402
39.26809,-104.569774
39.918351,-104.643861
40.658425,-104.541283
39.709201,-104.952434
39.920188,-104.763546
39.960662,-104.759953
39.538036,-104.865045
40.068554,-104.759785
39.962834,-104.892242
40.141683,-104.872086
40.669569,-104.503242
39.625842,-104.920531
39.66071,-104.277776
40.578256,-104.580529
40.086195,-104.082094
39.716396,-105.196023
39.824133,-104.566852
39.799886,-104.960131
39.901382,-105.201142
39.849801,-104.265769
39.783626,-104.50571
39.508159,-104.591468
38.887334,-104.611501
39.433028,-104.730426
39.52414,-104.777173
40.147403,-104.483222
38.968778,-104.532643
39.602254,-104.771829
39.838328,-108.294175
38.115928,-102.836044
39.667325,-104.479166
39.75485,-104.300164
40.018971,-104.336389
39.858624,-104.559983
39.47908,-104.554024
40.722071,-104.808178
39.996685,-104.946123
40.335454,-104.417075
39.722968,-104.566984
39.304224,-104.19985
39.656491,-104.404285
39.509054,-104.967982
40.036497,-104.8768
38.868212,-102.372431
40.472155,-104.367941
39.750138,-104.434119
39.962068,-104.572212
40.214577,-104.532549
39.614819,-104.803456
40.696764,-104.117027
40.032999,-104.956479
39.856625,-104.242491
39.773254,-103.946628
38.96772,-104.642554
40.00964,-104.709001
39.829003,-104.924483
40.103702,-104.884103
38.016221,-102.635861
39.638321,-104.432734
38.302887,-102.058529
39.413871,-104.70385
40.150983,-104.35941
39.795415,-104.187051
39.025691,-104.596573
39.394137,-104.910333
38.288243,-102.201892
39.38882,-104.606204
40.016645,-104.573641
39.622231,-104.920548
40.063626,-104.874471
40.256165,-104.095876
39.625911,-104.894363
40.016448,-104.921406
39.711205,-104.506246
39.707084,-104.469094
39.929047,-104.298522
39.274712,-104.9159
39.508656,-104.808277
40.433946,-104.430066
39.595792,-104.216608
39.923212,-104.816078
39.576996,-104.359242
39.4236,-104.685812
39.533624,-104.764281
39.552688,-105.043059
39.551373,-104.335536
38.315684,-102.846532
39.525935,-104.401597
39.033047,-104.654424
39.447497,-104.805359
39.279204,-104.817588
40.140354,-104.699742
39.346691,-104.479143
38.372615,-103.151348
39.519997,-105.061579
40.874953,-103.365417
39.581137,-104.265748
39.932078,-104.65451
39.663654,-104.455682
39.34876,-104.609514
39.982003,-104.999565
39.246341,-104.14435
38.660364,-102.076498
39.542239,-104.797908
39.548904,-104.704289
39.876243,-104.886698
39.582673,-103.910372
39.896694,-104.22772
40.808528,-104.143966
38.097896,-102.712052
40.350483,-104.514399
39.826809,-104.472909
38.458291,-102.07112
39.77627,-104.407445
40.969922,-103.374911
39.668326,-104.207663
39.9746,-104.79732
39.82424,-104.601673
39.621568,-104.578382
40.24416,-104.681886
39.549358,-104.705358
39.909243,-103.750177
39.547431,-104.461956
39.828872,-103.82738
39.783742,-104.304123
39.812461,-104.505775
39.676239,-104.60088
39.843549,-104.919753
38.171828,-102.68043
39.482407,-104.37461
39.976145,-105.016394
39.794363,-104.430825
40.118452,-104.326516
39.261678,-104.401312
39.964809,-104.445233
39.640499,-105.074535
39.433765,-105.004658
40.854017,-104.772086
38.857808,-104.733973
40.146362,-104.393148
39.578617,-104.855192
39.348515,-104.666791
40.117009,-104.437697
40.258941,-104.512679
39.094721,-104.837792
39.967769,-104.62378
39.584972,-104.223789
39.524469,-104.819333
39.740887,-104.229369
39.879844,-104.712673
39.3185,-103.975929
39.849212,-104.275209
39.705205,-104.076023
39.913909,-104.463593
39.720835,-104.743903
39.501765,-104.783696
40.65256,-104.751695
39.51247,-104.97842
39.181004,-104.730254
40.118649,-104.568065
39.007412,-104.684241
39.401183,-104.603695
38.974153,-102.211574
39.468088,-104.393095
39.814195,-104.623906
39.80371,-105.00856
39.864406,-104.465112
39.335958,-107.411985
39.462274,-104.916844
39.66728,-104.455616
39.598875,-104.335478
39.213002,-104.91207
40.524774,-104.117541
40.75266,-104.569389
39.565394,-104.58374
39.476344,-104.996329
39.698309,-104.891524
39.973841,-104.561856
38.741154,-102.42251
39.54776,-104.326225
39.550752,-104.101237
38.861593,-104.516483
40.145374,-104.710489
38.8762,-104.596886
40.148512,-104.347763
39.506208,-104.565215
39.547426,-103.955545
39.887087,-104.712443
39.543373,-104.858271
39.850861,-104.699292
39.76894,-104.323021
40.983434,-104.764806
39.432324,-104.641473
38.755528,-104.474962
38.525599,-102.678182
39.709302,-104.989781
39.838366,-104.261216
39.894907,-104.550522
40.111489,-104.64762
38.934716,-104.420431
39.623109,-105.052255
40.040771,-104.905542
39.201833,-104.378206
40.30333,-104.539162
38.095848,-102.873923
40.179904,-104.680487
39.623824,-104.4003
38.054453,-102.551405
40.151027,-103.888874
39.99494,-102.506931
39.940213,-103.870872
40.100351,-104.530169
40.016909,-104.530013
40.206165,-104.222481
39.743555,-104.449685
40.02748,-104.944904
40.114829,-104.317117
38.959551,-104.351856
39.939469,-104.487353
38.656454,-102.127262
39.693406,-104.305403
39.680647,-104.964269
40.009146,-104.092465
39.495507,-104.667218
40.093143,-103.912644
39.941232,-104.89594
40.044841,-104.858399
40.711417,-104.296048
40.25773,-104.820914
38.845986,-104.360942
40.113739,-104.826561
39.330016,-104.737549
39.592824,-104.597178
39.514935,-104.396829
38.174374,-102.574777
39.725832,-104.305278
39.957534,-104.416749
40.19319,-104.152915
39.543745,-104.270546
40.372269,-104.815375
39.680782,-104.964281
40.041988,-104.931212
39.368946,-104.635089
40.812151,-103.686212
38.760729,-103.24028
39.328832,-104.600101
39.783348,-104.444895
39.88756,-104.455096
40.24549,-104.011191
39.879475,-105.215136
40.212937,-104.044098
39.00466,-104.587381
39.887017,-105.20582
39.328979,-104.956919
40.047716,-104.635908
39.547736,-104.798451
39.820035,-104.299655
40.063663,-104.902754
40.690952,-104.796053
40.046449,-104.919895
38.940094,-104.633402
38.393169,-102.153491
39.280869,-104.907788
40.615762,-104.433371
39.813628,-104.581123
40.019528,-104.56883
39.653058,-104.502777
39.696952,-104.281968
39.798062,-104.351378
40.031546,-104.326962
38.98919,-104.568952
38.151871,-103.346579
40.99366,-104.859848
40.672495,-104.560593
38.796337,-102.092689
39.898625,-104.995928
39.443707,-104.966076
40.048491,-104.774311
39.647786,-104.966586
40.009568,-104.548705
39.424135,-104.750557
40.259167,-104.78
39.584249,-104.359152
39.796883,-105.066473
38.355175,-102.759863
40.088563,-104.422529
39.934096,-104.895951
39.996818,-104.787004
38.960198,-104.693913
38.438691,-103.069092
39.767573,-103.871293
39.653054,-104.362381
39.462053,-104.735006
39.911088,-104.24636
38.736781,-102.464222
40.512517,-104.603271
40.395249,-104.425903
40.084777,-103.836138
39.389206,-104.740463
39.542763,-104.747887
39.213471,-104.065881
39.017201,-102.379457
39.727988,-104.330133
40.105958,-104.522736
39.64562,-104.725649
39.968578,-104.718156
39.932731,-104.552978
38.676366,-102.627723
